Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Mbps (Media de bajada),Accesos por cada 100 hogares,Accesos por cada 100 hab
2017,2,Formosa,22493,6410,17,1023,13,29956,6.1786533146404965,19.965076445261992,5.081818706168551
2017,2,Jujuy,33742,8858,22,0,35,42657,4.541861878194008,22.403415894624064,5.729417105648426
2017,2,La Pampa,12754,48310,5194,6253,511,73022,3.3182593614961053,63.49352648099681,20.920811368324543
2017,2,La Rioja,16244,0,15,2,28,16289,5.53385510805501,16.203445806143563,4.313641371128342
2017,2,Mendoza,153331,13030,2581,27,1784,170753,3.507255863215121,31.75860536139077,8.863231962926129
2017,2,Misiones,56752,42925,103,5,9,99794,7.604338490520663,30.089248025085933,8.196262181174568
2017,2,Neuquén,51794,50283,1133,11545,2678,117433,6.700610698446883,61.91013427666159,18.43063459528346
2017,2,Río Negro,67038,29147,961,3213,1260,101619,4.741350857381452,46.02080512293318,14.1565144707972
2017,2,Salta,80184,27280,115,158,804,108541,5.756213134839845,32.739420263626215,7.929941866624195
2017,2,San Juan,48670,451,772,1073,915,51881,3.492033809523809,26.96461612024698,6.869062671706707
2017,2,San Luis,11432,1120,354,26,375,13307,3.502824149975052,9.513970314868304,2.722999699195193
2017,2,Santa Cruz,15311,2722,1365,4735,2255,26388,3.60311348968991,26.24861982870956,7.812000426302888
2017,2,Santa Fe,329813,228102,3234,4958,1173,567280,6.838749250446204,52.26961123969867,16.436519275562326
2017,2,Santiago Del Estero,28337,3900,19,911,29,33196,5.05794740805446,14.118988073971998,3.5041532386183105
2017,2,Tierra Del Fuego,22636,6905,665,1,2350,32557,3.476761467376085,68.46322075955756,20.30130511507835
2017,2,Tucumán,149013,5223,116,14,45,154411,6.093280445624717,38.18623365639289,9.459823731438563
2017,1,Buenos Aires,1559178,1465817,118839,21200,24342,3189376,6.678482577091709,58.57400244920328,18.80485503101168
2017,1,Capital Federal,428801,918328,38259,2730,10928,1399046,8.348147316695423,108.36920836560806,45.687714654171046
2017,1,Catamarca,26020,248,14,1,34,26317,4.973784837545127,25.659350838021503,6.527341318167275
2017,1,Chaco,54430,34277,252,52,39,89050,7.307905398272823,28.62166053842791,7.65022534015797
2017,1,Chubut,43994,999,916,13194,4793,63896,3.4433862008733622,35.662220237763016,10.932503392025788
2017,1,Córdoba,335673,293479,4871,5782,1394,641199,6.799477637369997,57.65332959287443,17.652242570602198
2017,1,Corrientes,54993,31994,236,1354,31,88608,6.43297127701597,30.940600109644144,8.147787146784857
2017,1,Entre Ríos,108509,65095,230,6448,71,180353,5.9514745757075245,44.907273687041226,13.427434245008817
2017,1,Formosa,22438,6215,16,1023,13,29705,5.742388931901572,19.842489178645863,5.050590921688212
2017,1,Jujuy,33869,9278,22,0,34,43203,4.393861259634748,22.756985962232346,5.81976940765058
2017,1,La Pampa,12754,47195,5194,6253,517,71913,3.2208135842183347,62.66928104575163,20.64904971242997
2017,1,La Rioja,16180,0,15,2,28,16225,5.427180473372781,16.19552414605418,4.311444393660782
2017,1,Mendoza,153326,13030,2581,27,1769,170733,3.5072942051440963,31.843012770179666,8.886706245725367
2017,1,Misiones,57363,40142,101,5,8,97619,7.341041988916319,29.522202363131044,8.041713210556319
2017,1,Neuquén,51771,48109,1124,11665,2670,115339,6.0348361444213925,61.02302006782746,18.166254008454768
2017,1,Río Negro,67075,28785,954,3213,1261,101288,4.449448877971685,46.02953874119518,14.158945655638249
2017,1,Salta,79837,26845,114,158,679,107633,5.335371217821875,32.57548931482305,7.8901262912821775
2017,1,San Juan,48670,451,772,1073,907,51873,3.492435161246428,27.03676098842391,6.887390312005832
2017,1,San Luis,11432,1120,354,26,375,13307,3.502824149975052,9.545500193678896,2.7319835263877543
2017,1,Santa Cruz,15502,2722,1272,4733,2257,26486,3.591930075636318,26.52499173785465,7.89382704275053
2017,1,Santa Fe,327458,226094,3210,4948,1172,562882,6.284036486892411,51.970107692080425,16.34225474583628
2017,1,Santiago Del Estero,29616,3900,19,911,29,34475,4.948965833284994,14.702119493368588,3.648850889800999
2017,1,Tierra Del Fuego,22636,6905,665,1,2350,32557,3.476761467376085,68.91974851288131,20.43548670566672
2017,1,Tucumán,147373,5223,116,14,45,152771,5.8755073256955805,37.90016075894098,9.388852799951817
2016,4,Buenos Aires,1563542,1414676,118747,21394,24342,3142701,6.3515464502603125,61.236587430356856,18.578640735833822
2016,4,Capital Federal,434835,914952,38161,2583,10928,1401459,7.957596242752894,120.63133173632356,45.78373827727234
2016,4,Catamarca,26735,250,14,1,34,27034,4.885711305119858,26.54351558996192,6.720813040873304
2016,4,Chaco,54974,33534,248,52,39,88847,7.077531005919823,28.786656085255263,7.653240095890541
2016,4,Chubut,43994,955,916,13107,4793,63765,3.407191291444817,36.07290546427898,10.959254911598952
2016,4,Córdoba,337368,289344,3368,5686,789,636555,6.4667403639056085,57.696719154378975,17.57129145976522
2016,4,Corrientes,54981,31497,233,1354,31,88096,6.236245604077509,30.98107037649768,8.119896031116928
2016,4,Entre Ríos,109359,64141,226,6448,71,180245,5.807350829127614,45.208402854677,13.451982739190726
2016,4,Formosa,22400,6061,16,1023,13,29513,5.630674164916322,19.84823607816392,5.02928480990009
2016,4,Jujuy,33838,8731,22,0,34,42625,4.323962745742035,22.651387008241425,5.758804384392255
2016,4,La Pampa,12754,47245,5054,6253,522,71828,3.189559729749796,63.016182768654026,20.6707608364078
2016,4,La Rioja,16270,0,16,2,28,16316,5.34376242721422,16.45531638401623,4.350562085368715
2016,4,Mendoza,153320,13030,2579,27,1769,170725,3.506603469745376,32.10735338479002,8.910941733480245
2016,4,Misiones,57983,39294,100,5,8,97390,7.109475809101364,29.720149807797423,8.047024567428018
2016,4,Neuquén,51742,46389,1124,11910,2670,113835,5.678446306542373,60.873667228199054,17.993247493890816
2016,4,Río Negro,67057,28474,954,3274,1261,101020,4.369930463165329,46.38521035065572,14.170250609480686
2016,4,Salta,79389,26657,110,158,621,106935,5.220883577846971,32.69411973937546,7.865487548426057
2016,4,San Juan,48670,451,772,1121,907,51921,3.491135554044867,27.292421452197058,6.913287316652287
2016,4,San Luis,11432,1120,354,26,375,13307,3.502824149975052,9.640682435370556,2.7410268293938924
2016,4,Santa Cruz,15607,2722,1055,4823,2257,26464,3.5639164089588604,27.04676021484584,7.940780215262837
2016,4,Santa Fe,326721,225792,3201,4946,1172,561832,6.040233328940666,52.19105023718895,16.345011971501133
2016,4,Santiago Del Estero,30192,3900,19,911,29,35051,4.866794431448622,15.067847510433346,3.719720429331573
2016,4,Tierra Del Fuego,22636,6905,665,1,2350,32557,3.476761467376085,70.30526590539473,20.57132386392357
2016,4,Tucumán,146995,4482,116,14,45,151652,5.7277669342021085,37.9807622036193,9.349553397483636
2016,3,Buenos Aires,1574216,1355770,113463,18867,24276,3086592,5.914918008163684,60.14329545468815,18.295308597951934
2016,3,Capital Federal,447726,905105,36796,2514,10963,1403104,7.380172699207805,120.77287775101534,45.85472026772204
2016,3,Catamarca,26689,248,14,1,18,26970,4.725241179958494,26.48067675746367,6.72059087375157
2016,3,Chaco,56251,32730,232,2,15,89230,6.718220363245951,28.91074906848096,7.706877803276395
2016,3,Chubut,43987,935,916,13364,4750,63952,3.343866327984636,36.17869442878647,11.041169584989312
2016,3,Córdoba,348481,285480,2540,5695,395,642591,6.068526923518407,58.24381625803197,17.78550480431242
2016,3,Corrientes,55934,30813,217,1354,22,88340,5.958192561066714,31.066878826051184,8.161726730902307
2016,3,Entre Ríos,112588,61850,206,6441,64,181149,5.586427488329489,45.43514088447326,13.552371996148606
2016,3,Formosa,21800,5905,9,0,2,27716,5.416131006999096,18.639708302862847,4.733748023050463
2016,3,Jujuy,34250,8236,22,0,30,42538,4.215291130909006,22.605154265256864,5.76400350138348
2016,3,La Pampa,12751,45952,4910,6236,515,70364,3.144998426188228,61.73178543650905,20.294829381412075
2016,3,La Rioja,16891,0,15,2,22,16930,5.076731739002066,17.074559106484113,4.529887087279927
2016,3,Mendoza,153233,13030,2576,28,1757,170624,3.50729080145311,32.08835884566649,8.930444449562124
2016,3,Misiones,59776,38130,79,5,7,97997,6.741222269842242,29.905385775898186,8.121652823521027
2016,3,Neuquén,51752,44739,1093,12402,2617,112603,5.292166864731292,60.21485088853954,17.862151015228427
2016,3,Río Negro,67043,28496,942,3293,1252,101026,4.162924282482748,46.38796536215942,14.220201565227184
2016,3,Salta,80866,26113,90,157,565,107791,5.052874436550483,32.95583168118035,7.955372391224448
2016,3,San Juan,48670,451,770,1174,903,51968,3.4890674462877342,27.31712713599077,6.939188629814689
2016,3,San Luis,11432,1113,354,23,371,13293,3.503023774040168,9.630539686885156,2.7472425273887247
2016,3,Santa Cruz,15570,2722,817,4978,2170,26257,3.53583356483625,26.83520189545069,7.932484607529773
2016,3,Santa Fe,334911,223011,3037,4862,1190,567011,5.6772637615647845,52.67215036886248,16.529361932364445
2016,3,Santiago Del Estero,31730,3900,19,3,8,35660,4.670123087013555,15.329646578472886,3.794480871177055
2016,3,Tierra Del Fuego,22636,6276,665,1,2347,31925,3.47654537746248,68.94049249100736,20.307103192524696
2016,3,Tucumán,147259,3850,116,53,41,151319,5.544683260191403,37.89736341023836,9.35861636036972
2016,2,Buenos Aires,1579448,1305949,113070,21163,25661,3045291,5.415144367004824,59.33852679105808,18.09868456828956
2016,2,Capital Federal,450644,892209,36669,2390,12672,1394584,6.576218932459292,120.03953504825309,45.59375712104128
2016,2,Catamarca,26262,245,14,1,34,26556,4.3648359645166135,26.07418805974065,6.632980570132604
2016,2,Chaco,56112,31825,221,52,41,88251,6.297357510958081,28.5935505552226,7.642896733294073
2016,2,Chubut,43977,867,916,13293,4803,63856,3.335973498985547,36.12438565556337,11.074824787933132
2016,2,Córdoba,348891,277615,1709,5610,1089,634914,5.516912823002807,57.54798052828644,17.620348014320207
2016,2,Corrientes,55511,29845,203,1354,43,86956,5.601822569524247,30.58016204661656,8.053039893831306
2016,2,Entre Ríos,112809,58768,169,6434,193,178373,5.131142783301248,44.73887454518738,13.377306134693264
2016,2,Formosa,22101,5658,6,1023,14,28802,5.104132195866278,19.370070664564,4.930439412017454
2016,2,Jujuy,33758,7374,22,0,35,41189,3.843353043958065,21.888281043576683,5.597761384701527
2016,2,La Pampa,12754,44654,4708,6225,547,68888,3.146067806525381,60.43686025737927,19.91385540427254
2016,2,La Rioja,16691,0,15,2,28,16736,4.773843067001075,16.878902611111524,4.4934890589340855
2016,2,Mendoza,153321,13030,2576,29,1868,170824,3.500168567871608,32.12597179442594,8.96594364845842
2016,2,Misiones,59573,36145,77,5,15,95815,6.233660566754793,29.23951282302197,7.964976216879448
2016,2,Neuquén,51742,42370,1088,12466,2849,110515,4.86640695565863,59.09828553366204,17.594175765043765
2016,2,Río Negro,67031,28100,939,3300,1334,100704,3.976616411905147,46.24011307812744,14.224291356155328
2016,2,Salta,79438,24719,85,151,539,104932,4.749378935322928,32.08172602508202,7.770812428027119
2016,2,San Juan,48670,451,770,1214,908,52013,3.4883718294284334,27.34078151409113,6.964997582946448
2016,2,San Luis,11432,1063,354,30,377,13256,3.501983369175627,9.60373385160232,2.7487304539676813
2016,2,Santa Cruz,15453,2722,396,4996,2586,26153,3.5021150276004565,26.728911725319804,7.955357767523354
2016,2,Santa Fe,336244,219088,2981,4744,1417,564474,5.1385985309185065,52.43647725937112,16.489119309020037
2016,2,Santiago Del Estero,32101,3900,19,911,30,36961,4.309815179590645,15.888925047306124,3.943453095409565
2016,2,Tierra Del Fuego,22636,5707,665,1,2350,31359,3.478692463211772,67.71824288255286,20.081326844262296
2016,2,Tucumán,145486,2968,116,58,49,148677,5.200979761760874,37.23568289338424,9.22451233434258
2016,1,Buenos Aires,1583560,1200859,111231,21108,25757,2942515,4.9921684374839135,57.33590782254113,17.53507921643952
2016,1,Capital Federal,454425,832126,36332,2284,12729,1337896,6.047403702811701,115.16005888884816,43.75778412718348
2016,1,Catamarca,26096,243,15,1,34,26389,4.203588449295134,25.91021798119053,6.606879526910472
2016,1,Chaco,56353,29994,211,52,41,86651,5.991472683208309,28.07514644775236,7.524734075579937
2016,1,Chubut,43967,834,916,13280,4803,63800,3.3796639330714164,36.0927055378499,11.115931499378869
2016,1,Córdoba,350884,252346,674,5636,386,609926,5.156801617049669,55.283092783740216,16.972666239608547
2016,1,Corrientes,55454,28491,192,1354,45,85536,5.37127911707625,30.08078500413305,7.940601449315725
2016,1,Entre Ríos,113101,54948,146,6425,193,174813,5.084574905605243,43.84596814466226,13.142540095674788
2016,1,Formosa,21852,5420,5,1023,14,28314,4.872333380420963,19.041878369434937,4.858053690123639
2016,1,Jujuy,33481,6751,22,0,35,40289,3.7712213425983374,21.41001128856396,5.491800261988138
2016,1,La Pampa,12754,41881,4536,6209,549,65929,3.04764203627926,57.84086865504526,19.10177142426684
2016,1,La Rioja,16645,0,16,2,28,16691,4.616973938050446,16.83351837249417,4.4969582015400285
2016,1,Mendoza,153299,13030,2576,34,1871,170810,3.5028689229788785,32.12333888801278,8.990567825336337
2016,1,Misiones,59538,33330,70,5,15,92958,6.000968717380309,28.36765259095629,7.751215322654614
2016,1,Neuquén,51702,36122,1085,12502,2850,104261,4.420493149015266,55.75393700425406,16.65921009321782
2016,1,Río Negro,66894,27312,937,3341,1338,99822,3.826659196828916,45.83512638708331,14.14929460475045
2016,1,Salta,78973,22741,73,132,507,102426,4.741858784571524,31.315545971153234,7.611315093107192
2016,1,San Juan,48670,451,770,1195,908,51994,3.485523490760477,27.330794110004312,6.982387580659241
2016,1,San Luis,11432,1042,354,27,377,13232,3.5029004392386534,9.586346282770212,2.752950183918377
2016,1,Santa Cruz,15654,2723,396,5088,2426,26287,3.48315808971074,26.86586252145,8.051419802811122
2016,1,Santa Fe,338052,204816,3014,4686,1428,551996,4.898136028952046,51.27734085407622,16.157804349232396
2016,1,Santiago Del Estero,32838,3900,19,911,30,37698,4.174011564306923,16.205749206821952,4.032855070541266
2016,1,Tierra Del Fuego,22636,4834,665,1,2350,30486,3.475082632716791,65.83304163135006,19.6541853628346
2016,1,Tucumán,144233,2165,116,74,49,146637,5.004036640679885,36.72477136636591,9.127106142747772
2015,4,Buenos Aires,1586343,1223603,103269,20397,25773,2959385,4.884148905856541,58.29182182733718,17.683348856285942
2015,4,Capital Federal,455427,879950,19818,2273,12758,1370226,5.927803522979041,118.13036321153808,44.832983780989366
2015,4,Catamarca,26180,242,15,1,34,26472,4.124268369158702,26.23945178859185,6.643394374998431
2015,4,Chaco,56818,29456,186,52,41,86553,5.828384180790961,28.35056623514143,7.53670916277073
2015,4,Chubut,43968,811,916,13521,4803,64019,3.283865031613298,36.89017827786587,11.205552103480567
2015,4,Córdoba,353530,266062,480,5613,385,626070,5.067081493268407,57.364881766079215,17.46916799414709
2015,4,Corrientes,55681,28178,177,1354,45,85435,5.259482120492081,30.33643144533882,7.950363156694786
2015,4,Entre Ríos,113983,53411,122,6427,194,174137,5.007855905299356,44.10854807300098,13.123962308090588
2015,4,Formosa,21734,5314,4,1023,14,28089,4.660308568580684,19.06549151678632,4.830563127165791
2015,4,Jujuy,32934,6933,22,0,35,39924,3.724680475892298,21.47147379391073,5.458341251601313
2015,4,La Pampa,12755,42705,4327,6205,374,66366,2.936747707229629,58.75633720012275,19.272161272149656
2015,4,La Rioja,16886,0,16,2,28,16932,4.521671863926294,17.315778648410653,4.577775134234902
2015,4,Mendoza,153293,13030,2572,38,1874,170807,3.5017779300891023,32.48895249500142,9.015907568565332
2015,4,Misiones,60252,32533,48,5,15,92853,5.9022914436487,28.68665889154237,7.766317103077486
2015,4,Neuquén,51680,38902,1048,12934,2852,107416,4.355592861552936,58.2893377687955,17.22630452981118
2015,4,Río Negro,66851,27221,915,3407,1328,99722,3.768932299598505,46.43948111494307,14.185024658290292
2015,4,Salta,78744,22446,47,129,554,101920,4.673467038141578,31.593492648071862,7.599850568087338
2015,4,San Juan,48670,451,770,1230,908,52029,3.481604116955732,27.6648539357743,7.007150043164227
2015,4,San Luis,11432,1025,354,30,377,13218,3.502937425860024,9.705768984506312,2.759291577250979
2015,4,Santa Cruz,15614,2723,396,5261,2409,26403,3.4809679619106126,27.74476906647967,8.143243109871943
2015,4,Santa Fe,339843,212911,2885,4596,1437,561672,4.809873774553555,52.60808978585806,16.474943169318767
2015,4,Santiago Del Estero,33582,4365,19,1139,30,39135,4.094101691450764,17.00497803803607,4.197822731421939
2015,4,Tierra Del Fuego,22636,4301,665,1,2350,29953,3.4748248642417257,66.46220433623792,19.441920240938828
2015,4,Tucumán,144188,1653,116,88,50,146095,4.882297946330778,37.06217328329588,9.122607419100431
2015,3,Buenos Aires,1585467,1183894,113590,19989,25825,2928765,4.700597914270459,57.68868105608009,17.5478839831824
2015,3,Capital Federal,454815,871262,30974,2229,12788,1372068,5.66468043459464,118.2892111643196,44.91109222814752
2015,3,Catamarca,25801,242,15,1,34,26093,3.884563872599747,25.863781184637624,6.5638473961451576
2015,3,Chaco,56282,28809,186,52,41,85370,5.46643296553986,27.96307279347941,7.454020298824401
2015,3,Chubut,43964,792,916,13408,4803,63883,3.2790384114749496,36.81180991463324,11.233578169758337
2015,3,Córdoba,351692,264055,1450,5412,389,622998,4.867849001225086,57.08340378951846,17.430734989025318
2015,3,Corrientes,55792,27604,176,1340,47,84959,5.063473816782213,30.16741240901903,7.925191135920119
2015,3,Entre Ríos,113909,51945,122,6261,197,172434,4.766712366729086,43.67718163526334,13.027710914374044
2015,3,Formosa,21573,5264,2,899,14,27752,4.166164102194515,18.83675177378525,4.783639923880968
2015,3,Jujuy,32598,6895,22,0,35,39550,3.532724551201011,21.2703333470887,5.423454555427568
2015,3,La Pampa,12755,41886,4078,6195,557,65471,2.9149322141427945,57.96395975091518,19.055588379965016
2015,3,La Rioja,16725,0,16,2,28,16771,4.245850575398008,17.151129442032545,4.550079085806065
2015,3,Mendoza,153299,13030,2572,42,1880,170823,3.500160951021911,32.49199583186653,9.042401990754488
2015,3,Misiones,59921,31635,46,5,15,91622,5.634289050903693,28.306345093436885,7.687041384274881
2015,3,Neuquén,47102,36620,1045,13051,2798,100616,4.2299439848957405,54.59931489671118,16.195213031371225
2015,3,Río Negro,66806,27130,917,3415,1346,99614,3.7368314562024914,46.389186656745146,14.21984560217436
2015,3,Salta,78064,21688,47,129,645,100573,4.4218314129775615,31.17594521285844,7.525378783060509
2015,3,San Juan,48670,451,770,1231,908,52030,3.4810928203738825,27.66538565566005,7.027462887351242
2015,3,San Luis,11432,1025,354,31,377,13219,3.502753871598256,9.70650326873876,2.7688118552652248
2015,3,Santa Cruz,15540,2718,396,5226,2391,26271,3.480687744358588,27.60606098342944,8.159354482038923
2015,3,Santa Fe,337042,209673,4169,4426,1428,556738,4.559895452402629,52.14595474084349,16.3639671637834
2015,3,Santiago Del Estero,33886,4365,19,1097,30,39397,3.911237321691457,17.11882253135319,4.237302719178804
2015,3,Tierra Del Fuego,22636,8085,665,1,2350,33737,3.477721056932716,74.85845784033849,22.04802112197417
2015,3,Tucumán,142925,1135,116,88,50,144314,4.572318667230303,36.61035952774264,9.04046893117945
2015,2,Buenos Aires,1581770,1141052,115660,19268,26040,2883790,4.463495663548014,56.80280561439208,17.32566254457297
2015,2,Capital Federal,453178,858342,19786,2172,12806,1346284,5.31214873823781,116.06627091860372,44.08485428379352
2015,2,Catamarca,25387,242,15,1,34,25679,3.6825082950385535,25.45341804469818,6.475144864314208
2015,2,Chaco,55767,27809,179,52,41,83848,5.194771414259476,27.46453938839946,7.341229538625331
2015,2,Chubut,43949,762,916,13055,4803,63485,3.216571647485116,36.58246720458481,11.21567809935022
2015,2,Córdoba,348130,255596,435,5199,386,609746,4.557937666200854,55.86916350781819,17.106520102782877
2015,2,Corrientes,55238,26553,157,1321,47,83316,4.847197637993736,29.584012668108493,7.790823368355694
2015,2,Entre Ríos,113378,49767,119,6031,197,169492,4.55056996750087,42.93197901645878,12.837181261223597
2015,2,Formosa,21097,5164,2,737,50,27050,3.7649156840276494,18.36026720527858,4.673478484721786
2015,2,Jujuy,32183,5482,22,0,35,37722,3.408678843146092,20.287219077594944,5.188392481356063
2015,2,La Pampa,12756,40825,3719,6190,562,64052,2.8626566401062417,56.70766522530004,18.68532904697588
2015,2,La Rioja,16463,0,16,2,28,16509,4.001551396208129,16.883190981963825,4.494678751214943
2015,2,Mendoza,153301,13030,2572,38,1882,170823,3.4997241088624933,32.49199583186653,9.0682944930269
2015,2,Misiones,59179,29283,37,5,15,88519,5.327562649676923,27.34768244882168,7.449815014930095
2015,2,Neuquén,47078,34183,1044,12781,2799,97885,4.059617737533036,53.11733659323144,15.814175161962616
2015,2,Río Negro,66738,26268,916,3457,1348,98727,3.666734448621427,45.97612013432327,14.14343856592951
2015,2,Salta,77214,20297,47,129,580,98267,4.218121645686839,30.46112384270092,7.378443804380798
2015,2,San Juan,48670,451,770,1189,908,51988,3.478919289066708,27.64305342045848,7.042097078751527
2015,2,San Luis,11432,1025,354,33,377,13221,3.5027709531013613,9.707971837203658,2.778618445940834
2015,2,Santa Cruz,15343,2707,396,4917,2400,25763,3.47332349743749,27.07224502744824,8.058063850217536
2015,2,Santa Fe,333117,204685,2877,4320,1389,546388,4.303196181656382,51.17653890867876,16.093025858679276
2015,2,Santiago Del Estero,33873,4365,19,1091,30,39378,3.728811295360471,17.110566632982863,4.2466687085071415
2015,2,Tierra Del Fuego,22636,7927,665,1,2350,33579,3.47751587628866,74.50787431664719,22.09595378004725
2015,2,Tucumán,139944,479,116,88,50,140677,4.306812767469965,35.68770560918727,8.841187690702666
2015,1,Buenos Aires,1583135,1096836,134177,18754,28940,2861842,4.323803709346771,56.37048433026737,17.241393436944044
2015,1,Capital Federal,454934,841743,19334,1994,14716,1332721,4.999711683876372,114.89699714890288,43.65872499007399
2015,1,Catamarca,25033,241,16,1,41,25332,3.483603660962992,25.10946633078758,6.403016990794336
2015,1,Chaco,54952,26161,164,27,56,81360,4.899908797030372,26.649591220305552,7.143089175357747
2015,1,Chubut,45645,717,906,12540,5465,65273,3.213156577759796,37.61278068590792,11.585798774556787
2015,1,Córdoba,343883,247564,415,4645,450,596957,4.304279282006848,54.69734650188214,16.79362190248589
2015,1,Corrientes,54649,25372,129,1319,62,81531,4.628190221393157,28.95019128190928,7.642568763996284
2015,1,Entre Ríos,112363,47411,108,5943,245,166070,4.3467465057866335,42.06519337351208,12.609336086982932
2015,1,Formosa,21022,4951,1,670,56,26700,3.3811501123595504,18.12270367397183,4.62384901660949
2015,1,Jujuy,31505,5048,22,0,36,36611,3.241902108598274,19.68971363262363,5.050879913471037
2015,1,La Pampa,13143,39571,3215,6164,604,62697,2.8340995102178685,55.50803232733774,18.33234893363197
2015,1,La Rioja,16282,0,16,2,33,16333,3.780402106036489,16.703201787413843,4.462324463144091
2015,1,Mendoza,152433,13030,2542,29,2126,170160,3.499130670898351,32.36588756051825,9.059236417534116
2015,1,Misiones,58262,26836,30,5,13,85146,4.973004251321198,26.305604105190643,7.1884830279667495
2015,1,Neuquén,47518,32152,1024,12088,2960,95742,3.911491638198585,51.95443673810251,15.526250068921229
2015,1,Río Negro,66274,25217,907,3473,1462,97333,3.585297088257377,45.32694907202778,13.99387526238606
2015,1,Salta,76280,19781,47,129,574,96811,4.022777936163619,30.00978823344275,7.294642964784741
2015,1,San Juan,48441,451,755,1165,1007,51819,3.4769891700932414,27.553192759766446,7.039582453142129
2015,1,San Luis,11414,1025,351,30,412,13232,3.5009942704654264,9.716048963760594,2.790401457622043
2015,1,Santa Cruz,16215,2700,392,4772,2562,26641,3.474217030667377,27.994863943494483,8.391896957421542
2015,1,Santa Fe,328809,199037,2845,4239,1507,536437,4.063283068408137,50.24449475931921,15.832773292036377
2015,1,Santiago Del Estero,33813,4365,19,1020,35,39252,3.571104125126239,17.0558169911586,4.244468954778434
2015,1,Tierra Del Fuego,22291,7924,657,1,2583,33456,3.453878085751408,74.23495170010268,22.16715476458662
2015,1,Tucumán,137857,115,116,88,100,138276,4.071078040242438,35.07860688538978,8.71860866450986
2014,4,Buenos Aires,1575978,1070135,120528,17728,32038,2816407,4.198943508236657,56.09433653019754,17.0147634301905
2014,4,Capital Federal,455785,840224,17155,1962,15394,1330520,4.7817877112755625,114.89676550801624,43.604620676636536
2014,4,Catamarca,25192,241,16,0,44,25493,3.336005334797788,25.513779082748,6.459254980059493
2014,4,Chaco,55024,10918,31,0,62,66035,3.977400363306085,21.87078320023224,5.81368220415458
2014,4,Chubut,48539,697,891,12256,6159,68542,3.174649158131256,40.24927468450274,12.22355578461917
2014,4,Córdoba,345157,240452,419,3918,486,590432,4.092903062184572,54.69689679332299,16.655707331301695
2014,4,Corrientes,54754,9526,40,1315,75,65710,3.806112311672501,23.56243099277512,6.174655065970425
2014,4,Entre Ríos,112291,23027,57,5178,260,140813,3.800051787110069,36.0254708519679,10.718328095183365
2014,4,Formosa,21245,4896,1,0,65,26207,3.023326617826618,17.956311361695214,4.549162969289201
2014,4,Jujuy,31349,4583,22,37,11,36002,3.127642108190794,19.59941818052116,4.982003512117359
2014,4,La Pampa,16043,34281,514,5894,648,57380,2.754208730637699,51.273133452228585,16.816524623987434
2014,4,La Rioja,16352,0,17,0,33,16402,3.582023899524448,17.01075088723615,4.496901902725229
2014,4,Mendoza,151797,13030,2534,31,2222,169614,3.498767768599914,32.63838187615034,9.056377705209336
2014,4,Misiones,58435,18613,16,150,15,77229,4.025619961413459,24.162430605588312,6.540662222041546
2014,4,Neuquén,47721,31778,1014,11853,3030,95396,3.850772582597391,52.55498969724957,15.52866412077054
2014,4,Río Negro,66307,23703,901,3819,1530,96260,3.543129254254254,45.47806275120403,13.88953018584786
2014,4,Salta,76026,17289,48,6,578,93947,3.862259431502549,29.534861619577978,7.103785883014793
2014,4,San Juan,48653,451,740,1202,1073,52119,3.4752201692281126,28.03714571456068,7.100961754619733
2014,4,San Luis,11419,926,355,24,423,13147,3.503621206358865,9.786393366351197,2.781956955527201
2014,4,Santa Cruz,17553,448,388,4395,2929,25713,3.3330261837139634,27.802678969652344,8.15757414246012
2014,4,Santa Fe,335267,183009,3205,6282,1634,529397,3.780707860716513,49.99962302348271,15.657532856900756
2014,4,Santiago Del Estero,34110,4231,19,920,37,39317,3.4582244726597287,17.26920158364512,4.26296198713424
2014,4,Tierra Del Fuego,21948,3664,655,1,2722,28990,3.4747244698924056,66.13781947338316,19.341882280727507
2014,4,Tucumán,137093,97,116,13,105,137424,3.860612310244953,35.32087516932818,8.693215352295233
2014,3,Buenos Aires,1562533,1110628,124474,20049,31881,2849565,3.969046991173242,56.75473916407103,17.26299843234104
2014,3,Capital Federal,450155,833402,17886,1995,14387,1317825,4.437380943390075,113.8005123324155,43.20639959292724
2014,3,Catamarca,24380,244,15,0,47,24686,2.915176175040519,24.706121305327624,6.269890252791938
2014,3,Chaco,53321,10336,29,1,59,63746,3.461947812450996,21.112666705262427,5.627757222300207
2014,3,Chubut,49219,668,882,11853,6515,69137,3.165741790763976,40.59867094427454,12.388234071451354
2014,3,Córdoba,340212,240334,444,4064,377,585431,3.6600622495599104,54.23361028299935,16.5601374978714
2014,3,Corrientes,52957,9184,31,1312,65,63549,3.410927776641118,22.78753503515243,5.9862826719116935
2014,3,Entre Ríos,108907,22440,48,5203,135,136733,3.3996079417526825,34.981647333712985,10.433826435850124
2014,3,Formosa,21021,4836,0,0,80,25937,2.656283015230384,17.771314831468263,4.5129252671268265
2014,3,Jujuy,30128,3541,22,37,13,33741,2.9307053902518616,18.368534215570367,4.68339443034039
2014,3,La Pampa,16051,33940,538,11219,677,62425,2.816519545748315,55.78120173850417,18.33753400191527
2014,3,La Rioja,15864,0,14,1,37,15916,3.095178784641488,16.50671327406722,4.379035874747908
